2	480	480	480	4	0
2	480	480	480	4	0
2	480	480	480	4	0
2	480	480	480	4	0
2	480	480	480	4	0
2	480	480	480	4	0
2	480	480	480	4	0
2	480	480	480	4	0
2	480	480	480	4	0
2	479	480	480	4	0
2	473	480	480	4	0
2	465	480	480	4	0
2	458	480	480	4	0
2	451	480	480	4	0
2	444	480	480	4	0
2	437	480	480	4	0
2	431	480	480	4	0
2	424	480	480	4	0
2	418	480	471	4	0
2	412	480	452	4	0
2	404	480	430	4	0
2	398	480	411	4	0
2	391	480	390	4	0
2	384	480	369	4	0
2	377	480	349	4	0
2	370	480	327	4	0
2	364	480	308	4	2
1	358	480	290	4	0
1	351	480	271	4	0
1	341	480	247	5	0
1	329	480	223	5	0
1	315	480	195	5	0
1	301	480	167	5	0
1	287	480	139	5	0
1	273	480	111	5	0
1	259	480	83	5	0
1	245	480	55	5	0
1	233	480	31	5	0
1	219	480	3	5	0
1	207	480	21	5	0
1	195	480	45	5	0
1	181	480	110	5	0
1	167	480	82	5	0
1	153	480	55	5	0
1	141	480	30	5	0
1	127	480	2	5	0
1	113	480	26	5	0
1	101	480	50	5	0
1	87	480	396	5	0
1	73	480	368	5	0
1	61	480	344	5	0
1	47	480	316	5	0
1	33	480	288	5	0
1	19	480	260	5	0
1	5	475	232	5	0
1	9	454	205	5	0
1	23	432	176	5	0
1	37	411	148	5	0
1	51	390	120	5	0
1	480	370	92	5	0
1	480	348	64	5	2
0	480	327	36	5	0
0	480	309	12	5	0
0	480	288	16	5	0
0	480	267	44	5	0
0	480	249	480	5	0
0	480	228	480	5	0
0	480	210	480	5	0
0	480	189	480	5	0
0	480	169	480	5	0
0	480	150	480	5	0
0	480	129	480	5	0
0	480	108	480	5	0
0	480	87	480	5	0
0	480	69	480	5	0
0	480	51	480	5	0
0	480	30	480	5	0
0	480	9	480	5	0
0	480	12	480	5	0
0	480	33	480	5	0
0	480	54	480	5	0
0	480	288	464	5	0
0	480	268	437	5	0
0	480	249	412	5	0
0	480	229	385	5	0
0	480	210	360	5	0
0	480	189	332	5	0
0	480	169	305	5	0
0	480	150	280	5	0
0	480	132	256	5	0
0	480	111	228	5	0
0	480	90	200	5	0
0	480	69	172	5	0
0	480	51	148	5	0
0	480	30	120	5	0
0	480	9	92	5	0
0	480	12	64	5	0
0	480	32	37	5	0
0	480	54	8	5	0
0	480	285	20	5	0
0	480	267	44	5	0
0	480	246	480	5	0
0	480	225	480	5	0
0	480	207	480	5	0
0	480	186	480	5	0
0	480	168	480	5	0
0	480	147	480	5	0
0	480	126	480	5	0
0	480	105	460	5	0
0	480	83	432	5	0
0	480	63	404	5	0
0	480	45	380	5	0
0	480	24	352	5	0
0	480	3	324	5	0
0	480	18	296	5	0
0	480	39	269	5	0
0	480	60	240	5	0
0	480	480	212	5	0
0	480	480	184	5	0
0	480	480	160	5	0
2	480	480	480	4	0
2	480	480	480	4	0
2	480	480	480	4	0
2	480	480	480	4	0
2	480	480	480	4	0
2	480	480	480	4	0
